title ,text ,subject,label
Daftar 5 Provinsi dengan Jumlah Kasus Harian Terbanyak,"Kasus positif Covid-19 di Tanah Air kembali bertambah. Tercatat pada 2 Juli 2021 bertambah 25.830 kasus. Sehingga akumulasi positif Covid-19 saat ini lebih dari 2,2 juta kasus atau sebanyak 2.228.938 kasus. Jumlah ini merupakan hasil tracing melalui pemeriksaan sebanyak 153.608 spesimen yang dilakukan dengan metode real time polymerase chain reaction (PCR) dan tes cepat molekuler (TCM). Selain itu, juga dilaporkan kasus yang sembuh dari Covid-19 pada hari ini tercatat 11.578 orang. Sehingga total sebanyak 1.901.865 orang sembuh. Sementara jumlah yang meninggal kembali bertambah 539 orang. Sehingga meninggal menjadi 59.534 orang. Jumlah suspek Covid-19 kini sebanyak 135.043 orang. Dan kasus aktif sebanyak 267.539 orang. Saat ini kasus Covid-19 tersebar di 510 Kabupaten/Kota di 34 Provinsi. Berikut 5 provinsi dengan penambahan kasus Covid-19 terbanyak: 1. DKI Jakarta dengan penambahan 9.399 kasus 2. Jawa Barat dengan penambahan 4.920 kasus 3. Jawa Tengah dengan penambahan 2.538 kasus 4. Jawa Timur dengan penambahan 1.388 kasus 5. DI Yogyakarta dengan penambahan 922 kasus.",Kesehatan,REAL
"Kelebihan Pasien Covid-19, RSUD Wates Kulonprogo Ditutup Sementara","Pelayanan Instalasi Gawat Darurat (IGD) Rumah Sakit Umum Daerah Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta, tutup sementara karena ada antrian panjang pasien terkonfirmasi Covid-19 yang belum mendapat ruang perawatan. Penutupan itu mulai dari Jumat pukul 12.00 WIB sampai Sabtu (3/7) pukul 20.00 WIB. ""Kebijakan penutupan ini sudah kami kami koordinasikan terlebih dahulu kepada pemangku kepentingan. Kami sangat berat hati menutup pelayanan Instalasi Gawat Darurat. Kita berdoa ada pergerakan pasien terkonfirmasi Covid-19 bisa masuk dalam ruang perawatan khusus,"" kata Wakil Direktur Pelayanan RSUD Wates Ananta Kogam Dwi Korawan di Kulon Progo, Jumat (2/7/2021). Berdasarkan data Dinas Kesehatan Kulon Progo, kapasitas tempat tidur RSUD Wates sebanyak 30 tempat tidur (TT) dengan rincian ICU kapasitasnya enam pasien sudah terisi empat pasien, tempat tidur khusus pasien Covid-19 sebanyak 24 dan sudah sudah isi 22 pasien, sedangkan antrean di IGD sebanyak tujuh pasien. Ia mengatakan, penutupan dilakukan karena adanya lonjakan jumlah pasien terkonfirmasi Covid-19 dan suspek yang dirawat di bangsal isolasi rumah sakit rujukan Covid-19 ini. Selain itu, saat ini, yang sudah dilakukan pihaknya adalah menutup dua bangsal isolasi yang penuh. Ke depan akan dilakukan penambahan kapasitas ruang isolasi dari 30 tempat tidur menjadi 62 tempat tidur. Penambahan kapasitas diupayakan secepatnya. ""Hingga sebelum 12.00 WIB, dari kapasitas maksimum 35 orang, saat ini bangsal isolasi diisi oleh 45 orang. Sedangkan isolasi di IGD yang berkapasitas lima tempat tidur sekarang diisi 15 pasien. Artinya ""overload"" 10 pasien dan ini sangat berisiko penularan ke pasien yang lain,"" katanya. Ananta Kogam mengatakan, bahwa pelayanan Instalasi Gawat Darurat RSUD Wates ditutup sementara, namun bagi pasien umum bisa melakukan konsultasi dan telemedicine ke nomor 0821 3672 0672. ""Kami masih memberikan pelayanan kepada pasien umum yang mau melakukan konsultasi dan telemedicine,"" katanya.",Kesehatan,REAL
KTP dan SIM Pelanggar Aturan PPKM Darurat di Tangerang Bakal Disita,"Pemerintah Kabupaten Tangerang berencana akan memberikan sanksi kepada pelanggar, aturan Penerapan Pembatasan Kegiatan Masyarakat (PPKM) Darurat yang berlaku mulai 3 hingga 20 Juli 2021 mendatang. Sanksi yang diberikan juga berbeda dengan sanksi yang berlaku pada masa penerapan PSBB, seperti menyita KTP dan SIM. Bupati Tangerang, Ahmed Zaki Iskandar mengatakan, sanksi tersebut tidak akan langsung diterapkan begitu PPKM darurat dimulai. Tim gabungan dari pemerintah daerah, TNI-Polri, dan elemen masyarakat akan melakukan sosialisasi terlebih dulu soal aturan PPKM Darurat. ""Sanksinya tidak langsung diterapkan, tapi kita sosialisasi dulu selama beberapa hari, baru nantinya kita terapkan sanksi. Lalu, kita akan memonitoring kegiatan masyarakat dalam situasi penerapan PPKM Darurat ini,"" ujarnya, Jumat (2/7/2021). Rencana pemberian sanksi ini juga telah disampaikan langsung kepada Gubernur Banten, dan sekaligus berkoordinasi dengan pihak terkait untuk melaksanakan aturan ini. ""Tadi kita habis rapat dengan Gubernur Banten tentang penerapan PPKM Darurat, dan kita sekaligus minta izin, serta koordinasi dengan jajaran terkait soal penindakan ke pelanggar yang nanti kita lakukan penyitaan KTP dan SIM,"" lanjutnya. Zaki berharap, agar masyarakat nantinya bisa mengikuti dan mentaati aturan yang telah ditetapkan pemerintah, untuk bisa secara gotong-royong menekan laju penyebaran Covid-19. ""Kami harap masyarakat bisa ikut aturannya, dan saat ini kita pun sedang siapkan Peraturan Bupati atau Instruksi Bupati-nya,"" ungkapnya. Untuk aturan PPKM Darurat di Kabupaten Tangerang pun tidak berbeda dengan yang dirilis oleh pemerintah pusat, seperti penutupan mall atau pusat perbelanjaan, pembatasan jam operasional toko yang menjual kebutuhan sehari hari hingga pukul 20.00 WIB dengan pembatasan kapasitas 50%, sementara untuk kegiatan rumah makan hanya diizinkan untuk layanan pesan antar dan bawa pulang. Serta, kegiatan ibadah yang dilakukan di rumah.",Kriminal,REAL
"Bobol Sekolah Kosong karena Covid, Pencuri Ini Dibikin Pincang Kakinya","Seorang pria di Kota Medan, Sumatera Utara ditangkap polisi setelah melakukan pencurian di sebuah sekolah yang kosong karena terdampak penyebaran virus corona. Pelaku yang menyebabkan pihak sekolah merugi lebih dari Rp50 juta terpaksa ditembak polisi karena melawan saat ditangkap. Pelaku Ronald Martin harus terpincang – pincang ketika dibawa polisi ke Gedung Satreskrim Polrestabes Medan untuk menjalani pemeriksaan, setelah salah satu kakinya ditembak petugas yang menangkapnya. Polisi terpaksa menembak pencuri yang beraksi di Yayasan Umat Budha Nusantara Indonesia ini, setelah pelaku berupaya melakukan perlawanan kepada petugas yang menangkapnya. Dalam kasus ini, pihak sekolah menderita kerugian hingga lebih dari Rp50 juta, setelah sejumlah mesin pendingin ruangan dan satu unit televisi dicuri pelaku yang memanfaatkan kondisi sekolah yang kosong, semenjak masa pandemi Covid-19. Wakasat Reskrim Polrestabes Medan, Komisaris Polisi Rafles Marpaung menyebut, dalam kasus ini pelaku beraksi hanya seorang diri, memanfaatkan kondisi jendela sekolah yang dapat dengan mudah dirusak, barang bukti sisa berhasil diamankan satu unit TV Lcd. Pelaku terbilang sudah cukup lama mengamati kondisi sekolah karena pelaku tinggal tidak begitu jauh dari lokasi kejadian. ""Pelaku berniat untuk mencari yang ada di dalamnya, sehingga melakukan perusakan dan mengambil barang-barang yang ada,"" Wakasat Reskrim Polrestabes Medan, Kompol Rafles Marpaung, Jumat (2/7/2021). Untuk mempertanggungjawabkan perbuatannya, pelaku saat ini terancam akan dipenjara selama 7 tahun karena dijerat dengan Pasal 363 Kitab Undang–Undang Hukum Pidana tentang pencurian.",Kriminal,REAL
Provinsi Jateng Terbanyak Penyumbang Kematian Akibat Corona Sebanyak 220 Orang,"Jumlah kematian akibat Covid-19 pada hari ini, 2 Juli 2021, sebanyak 539 orang Jumlah tersebut memecahkan rekor sebelumnya yakni pada 1 Juli 2021 bertambah 504 orang. Sehingga total kematian akibat Covid-19 hingga 2 Juli 2021 sebanyak 59.534 orang. Dari jumlah tersebut, Provinsi Jawa Tengah menjadi penyumbang kasus terbanyak dengan 220 orang meninggal dunia. Semantara DKI Jakarta yang menyumbang kasus positif corona sebanyak 9.399 orang, jumlah kematiannya 30 kasus. Berikut 5 provinsi dengan kasus kematian akibat Covid-19 terbanyak hari ini: 1. Jawa Tengah : 220 orang 2. Jawa Timur : 82 orang 3. Jawa Barat : 37 orang 4. DKI Jakarta : 30 orang 5. Kalimantan Barat : 25 orang",Kesehatan,REAL
Polri Lakukan Penyekatan dan Swab Antigen Acak di Beberapa Titik Selama PPKM Darurat,"Polri bakal melakukan penyekatan dan random sampling swab antigen di beberapa titik untuk membatasi mobilitas masyarakat selama Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat di Pulau Jawa dan Bali. Kadiv Humas Polri Irjen Argo Yuwono mengungkapkan, penyekatan dan swab antigen acak tersebut bakal dilakukan diantaranya jalur kabupaten/kota. ""Nanti dilakukan di salah satu operasi ada penyekatan, kami melakukan kegiatan selain PPKM Mikro di tingkat RT/RW kemudian juga ada jalur kabupaten maupun kota yang kami lakukan penyekatan dengan adanya random sampling swab antigen,"" kata Argo saat membacakan amanat Kapolri di Gedung Rupatama, Jakarta Selatan, Jumat (2/7/2021). Selain itu, penyekatan juga dilakukan di pintu keluar masuk antar kota dan provinsi termasuk pintu Tol dan kemudian juga ada di Rest Area. Tak hanya itu, penyekatan dengan melakukan random sampling swab antigen juga bakal diterapkan di pelayanan transportasi publik. ""Dan nanti juga ada penyekatan di stasiun, bandara, pelabuhan oleh Satgas Covid-19 dan tentunya ini kami lakukan bersama dengan TNI dan Pemda,"" ucap Argo. Sebelumnya, Kapolri Jenderal Listyo Sigit Prabowo menerbitkan Surat Telegram (STR) soal Operasi Aman Nusa II Penanganan Covid-19 Lanjutan, terkait Pemberlakuan Pembatasan Kegiatan Masyarakat Darurat di Pulau Jawa dan Bali. Surat telegram tersebut bernomor STR/577/VII/OPS.2./2021 per tanggal (2/7/2021) yang ditandatangani oleh Kapolri Jenderal Listyo Sigit Prabowo. Operasi Aman Nusa II Lanjutan ini bakal berlaku sejak nanti malam pukul 00.00 WIB. Operasi Aman Nusa II Lanjutan ini, dikatakan Argo, merupakan tindak lanjut dari Instruksi Menteri Dalam Negeri (Inmendagri) Nomor 15 Tahun 2021 tentang Pemberlakuan Pembatasan Kegiatan Masyarakat darurat Covid-19 di Wilayah Jawa dan Bali. Dalam poin enam disebutkan bahwa, Gubernur, Bupati, dan Wali Kota didukung penuh oleh TNI, Polri, dan Kejaksaan dalam mengkoordinasikan dan mengawasi pelaksanaan PPKM Darurat Covid-19.",Kesehatan,REAL
"Lonjakan Kasus Covid-19 Meningkat, Ini Tips Menjaga Mental Tetap Tenang","KASUS Covid-19 yang terjadi di Indonesia belakangan ini sangat melonjak. Bahkan, per 1 Juli 2021, data kasus kematian akibat Covid-19 mencapai 504 orang yang menjadi catatan rekor tertinggi. Hal ini membuat rumah sakit menjadi penuh, banyak pasien tidak tertolong, hingga menimbulkan korban. Selain itu, tenaga medis pun menjerit karena bekerja tanpa henti. Terlebih membengkaknya dana Covid-19 yang harus dibayarkan pemerintah kepada pihak rumah sakit. Mendengar hal tersebut, tentunya membuat banyak orang menjadi stres. Selain menjaga kesehatan fisik, menjaga kesehatan mental pun juga sangat dibutuhkan di masa pandemi Covid-19 seperti saat ini. Karenanya, dilansir dari laman Pinkvilla, berikut 5 tips yang dapat Anda lakukan guna menjaga diri agar tetap tenang, juga menjaga kesehatan mental Anda. 1. Berdukalah dan jangan biarkan semuanya menumpuk 2. Jika Anda kehilangan anggota keluarga atau teman dekat, berusaha untuk tetap kuat bagi dunia dan berpura-pura semuanya baik-baik saja bukanlah cara yang baik untuk mengatasinya. 3. Pastikan Anda berduka dengan benar dan bicarakan dengan orang lain tentang kehilangan Anda. Berbicara dengan orang yang Anda cintai tidak hanya akan membuat Anda merasa lebih ringan, tetapi juga membuat Anda merasa ada seseorang yang bisa Anda andalkan. 4. Istirahat jika lelah, apalagi bekerja bisa melelahkan bahkan ketika itu dari rumah. Sementara dunia berjuang bahkan untuk kebutuhan dasar, pekerjaan kadang-kadang bisa membuat kita kelelahan. Jadi, istirahatlah meskipun hanya untuk membaca buku favorit, mendengarkan musik atau hanya untuk tidur. 5. Di sela-sela hari Anda yang sulit dan jadwal yang melelahkan, temukan cara untuk melepas penat meski hanya beberapa menit. Anda bisa mencobanya dengan menghubungi teman, mandi, atau melakukan rutinitas perawatan kulit. 6. Jika Anda telah tertular virus atau tinggal di rumah, cara untuk membiarkan hal positif masuk adalah dengan mengubah ruang. Tahukah Anda mengapa orang memotong rambut mereka setelah putus cinta? Karena mereka merasa memegang kendali. Ketika segala sesuatu di sekitar Anda di luar kendali, mengubah sedikit ruang Anda dan memindahkan furnitur dapat banyak membantu. Sesuatu yang sederhana seperti berolahraga di teras Anda juga bisa menjadi perubahan yang bermanfaat. 7. Stres sering membuat orang lesu dan menyebabkan Anda makan berlebihan atau tidur sepanjang hari. Ini berdampak buruk pada kesehatan mental dan fisik Anda dalam jangka panjang. Mulailah bergerak perlahan dan berjalan-jalan di tempat Anda tinggal. Bahkan lompat tali selama 10 menit akan membantu Anda merasa lebih baik. Yoga atau olahraga apa pun akan membantu Anda tetap waras dalam jangka panjang.",Kesehatan,REAL
"Kasus Covid-19 Meningkat, Permintaan Isi Ulang Oksigen di Jakut Melonjak Tinggi","Meningkatnya kasus Covid-19 di DKI Jakarta membuat sejumlah kebutuhan kesehatan seperti tabung oksigen, juga mengalami peningkatan yang cukup tinggi. Dengan peningkatan permintaan tersebut membuat pedagang kewalahan. Seperti yang di alami pedagang tabung oksigen 'Chiko Jaya' di Jalan Plumpang Semper, Koja, Jakarta Utara. Sang pemilik Arios Aritonang (59) mengaku jika permintaan terhadap isi ulang tabung oksigen meningkat hingga 10 kali lipat. ""Kalau dikatakan permintaan tinggi sekali. Tadinya 5-6 kubik, sekarang 80-100 kubik sehari, bahkan bisa lebih lagi,"" kata Arios saat ditemui di tokonya, Jumat (2/7/2021). Menurut Arios, tingginya permintaan terhadap isi ulang tabung oksigen ini terjadi sejak dua pekan lalu seiring meningkatnya kasus Covid-19 di tanah air. Bahkan banyak masyarakat dari luar Jakarta datang ke tempatnya. ""Banyak dari luar daerah nanyain kita dari Bekasi, Bogor, Tangerang tentang tabung oksigen padahal sudah kosong barang. Mereka tanya tidak henti nanya isi ulang, kita jadi kewalahan,"" pungkasnya.",Kesehatan,REAL
Selamat! 1.552 Siswa Raih Beasiswa ADik,"Sebanyak 1.552 siswa SMA, dan SMK di berbagai provinsi dan sekolah Indonesia di luar negeri, yakni di Sabah, Malaysia, dinyatakan lolos seleksi penerimaan beasiswa Afirmasi Pendidikan (ADik) 2021. Dilansir dari laman Pusat Layanan Pembiayaan Pendidikan (Puslapdik) Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi (Kemendikbud Ristek), Jumat (2/7/2021) mereka mendaftarkan diri sebagai calon penerima Beasiswa ADik 2021 sejak 19 April sampai 14 Mei 2021 dan kemudian diperpanjang sampai 7 Juni 2021. Beasiswa ADik merupakan beasiswa yang diberikan Kemendikbud Ristek untuk siswa asal Papua dan Papua Barat, daerah Khusus atau 3T (terdepan, terpencil, dan tertinggal) dan siswa asal anak Tenaga Kerja Indonesia (TKI). Untuk mahasiswa asal Papua dan Papua Barat, beasiswa diberikan dengan skema bantuan afirmasi secara penuh. Baik dalam seleksi dan pembiayaan. Sedangkan untuk siswa asal daerah khusus (3T) dan anak TKI mengikuti skema seleksi ADik namun pembiayaan mengikuti skema KIP Kuliah. Para siswa dan siswi tersebut diterima di berbagai PTN dan PTS di berbagai provinsi di Indonesia. Mereka dapat segera melakukan registrasi ke Perguruan Tinggi yang jadi tujuan sesuai dengan jadwal akademik di masing-masing Perguruan Tinggi. Dalam skema ADik ini, mahasiswa terpilih akan memperoleh bantuan biaya pendidikan yang dananya langsung dikirim ke perguruan tinggi. Mahasiswa juga akan memperoleh bantuan biaya hidup setiap bulannya selama menempuh pendidikan. Khusus untuk mahasiswa asal Papua dan Papua Barat, juga diberikan bantuan berupa biaya transportasi keberangkatan dari daerah asal ke perguruan tinggi. Pengumuman hasil seleksi dapat diakses di http://puslapdik.kemdikbud.go.id/.",Pendidikan,REAL
Pelanggar PPKM Darurat di Tangsel Bakal Dijerat 3 Bulan Penjara,"Pemerintah Kota (Pemkot) Tangerang Selatan (Tangsel) masih menimbang sanksi tipiring, bagi pelanggar PPKM Darurat. Wali Kota Tangsel, Benyamin Davnie mengatakan, sebelum PPKM Darurat diterapkan, pihaknya sudah mulai memberikan sanksi bagi para pelanggar prokes Covid-19 agar ada efek jera. ""Kami sudah memberikan sanksi, mulai penyegelan tempat usaha, sampai disuruh merenung di TPU Jombang,"" kata dia, di Ciputat, Jumat (2/7/2021). Sementara untuk sanksi pidana atau tipiring, pihaknya masih belum memilih sebagai opsi. Lantaran, masih berpegangan pada peraturan daerah sebelumnya, dan aturan yang lainnya. ""Sanksinya teguran lisan, pencabutan izin bagi pelaku usaha. Memang sempat tercetus agar dilakukan tipiring, tetapi kita berpegang pada perda dan kami melihatnya demikian,"" tambah Benyamin. Sementara itu, Kepala Kejaksaan Negeri (Kejari) Tangsel Aliansyah mengatakan, sanksi tipiring sangat mungkin untuk dikenakan kepada pelanggar prokes. ""Untuk sanksi, setiap ketentuan ada sanksi. Ini kan termasuk tindak pidana ringan. Dia kan sanksinya maksimal 3 bulan (kurungan) dan ada dendanya,"" timpalnya. Meski demikian, dalam penerapan PPKM Darurat ini pihaknya akan fokus pada sejauh tingkat keberhasilan menurunkan angka Covid-19 di masyarakat dan berpegang pada surat edaran wali kota. ""Kita selama ini, dalam PPKM Darurat ini, kita mengacu pada surat edaran walikota terkait Covid-19 dan prokes. Secara umum kita juga ada Undang-Undang Kekarantinaan dan KUHP,"" sambungnya. Dalam memantau pelaksanaan PPKM Darurat itu, pihaknya ikut terlibat dalam tim pengawasan dan akan menindak setiap pelanggar sesuai aturan yang ada. ""Ya, sebenarnya dengan adanya PPKM Darurat ini, bagaimana kita bisa mensosialisasikannya dulu, kita juga membentuk tim melakukan pengawasan. Seperti apa nanti SOP-nya,"" tukasnya.",Kesehatan,REAL
Pelaku Parekraf dan UMKM Diminta Tingkatkan Keterampilan untuk Bertahan di COVID-19,"PEMBERLAKUAN Pembatasan Kegiatan Masyarakat atau PPKM Darurat di Jawa Bali mulai 3 hingga 20 Juli 2021 berdampak serius pada pelaku usaha pariwisata dan ekonomi kreatif (parekraf). Bagaimana cara mereka agar tetap bertahan di tengah kondisi melonjaknya kasus COVID-19? Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) Sandiaga Salahuddin Uno mengatakan, ada langkah strategis supaya pelaku parekraf atau UMKM tetap bertahan, yakni dengan meningkatkan keterampilan. ""Untuk meningkatkan keterampilan, kita inovasi, kita adaptasi, kita kolaborasi,"" katanya saat Webinar Temu Komunitas Partner GoFood (KOMPAG) Akbar bersama Kemenparekraf, Jumat (2/7/21). Sandiaga mengatakan 34 rakyat Indonesia menggantungkan hidupnya di sektor pariwisata dan ekonomi kreatif. Setiap orang memiliki kesempatan untuk mencapai keberhasilan meski pandemi. ""Di tengah pandemi kita kesulitan. Klasifikasikan sebagai pemenang, pemenang dari merekalah yang bisa bertransformasi,"" terangnya. Selain itu, kata Sandi, pemerintah pun mencoba berkolaborasi dengan berbagai pihak supaya industri pariwisata dan ekonomi kreatif ini tetap bertahan. Misalnya bekerja sama dengan perusahaan delivery yang menyediakan aplikasi, sehingga masyarakat masih tetap bisa memesan makanan dan kebutuhan lainnya, khususnya saat PPKM. ""Kolaborasi antara pemerintah dan dunia usaha itu bisa kita lakukan, agar kita bisa melalui pandemi ini,"" pungkasnya.",Ekonomi,REAL
"Covid-19 Tinggi, MUI Minta Aktivitas Masjid Dihentikan Sementara hingga Situasi Terkendali","Majelis Ulama Indonesia (MUI) meminta aktivitas massal peribadatan di masjid dihentikan sementara atau tawaqquf sampai situasi dan kondisi betul-betul terkendali menyusul tingginya tingkat persebaran Covid-19 Harapan ini tertuang dalam tausiyah MUI Nomor: Kep -1368/DP-MUI/VI/2021 yang ditandatangani Ketua Umum MUI KH Miftachul Akhyar dan Sekretaris Jenderal MUI Buya Amirsyah Tambunan, dan diedarkan Jumat (2/7/2021). Ajakan itu juga sejalan dengan isi Fatwa MUI nomor 14 Tahun 2020 Penyelenggaraan Ibadah dalam Situasi Terjadi Wabah Covid-19. “Jika instansi yang berwenang menetapkan suatu kawasan sebagai daerah yang tinggi penyebaran Covid-19 dan dirasa perlu untuk diberlakukan pembatasan aktivitas masyarakat secara ketat, para ulama dan pengurus masjid setempat dapat menganjurkan umat Islam mengambil rukhshah (dispensasi) yaitu melaksanakan ibadah bersama keluarga inti di rumah masing-masing, ” sebut bunyi tausiyah MUI itu. Dalam tausiyah itu, MUI juga mengingatkan agar pandemi ini menjadi momentum umat Islam menunjukkan keindahan ajaran Islam. Ulama bisa mendorong itu dengan menjadikan Masjid sebagai lokomotif Penyadaran Masyarakat tentang pentingnya gerakan bersama menanggulangi Covid-19. “Antara lain dengan menegakkan disiplin penegakan secara ketat protokol kesehatan di Masjid, seperti memakai masker, menjaga jarak antar jamaah, mencuci tangan dan rutin tes suhu tubuh sebelum masuk masjid, membawa alat ibadah dari rumah, dan mempersingkat setiap amalan ibadah di Masjid, ” bunyi taushiyah itu.Selain itu, MUI ingin masjid menjadi pelopor lahirnya solidaritas umat untuk saling menjaga dan membantu. Misalnya, masjid digunakan untuk mengkoordinasikan donasi ke lingkungan sekitar yang terdampak Covid-19. “Sehingga kebutuhan harian anggota masyarakat yang terkena Covid-19 bisa terpenuhi, termasuk masyarakat yang sedang melaksanakan isolasi mandiri. Melalui masjid, kita gerakkan semangat saling bantu memenuhi kebutuhan pokok untuk yang kurang mampu,” bunyi tausiyah itu. Melansir laman resmi MUI disebutkan juga bahwa MUI tidak hentinya mengajak umat untuk terus mendekatkan diri kepada Allah SWT. Umat diajak meningkatkan keimanan, ketaqwaan, keikhlasan serta berdzikir, dan bermunajat kepada Allah SWT agar pandemi lekas berakhir. Terakhir, dalam tausiyah itu, MUI menyerukan kepada pemerintah agar tidak ragu dan harus tegas menghentikan Covid-19. Ketegasan pemerintah itu sangat dibutuhkan untuk menjaga kepatuhan masyarakat sehingga pandemi Covid-19 lekas berakhir.",Agama,REAL
Polri Ancam Sanksi Tegas Pelanggar PPKM Darurat,"Polri menyatakan bakal memberikan sanksi pidana, bagi pihak yang melawan penertiban petugas selama masa PPKM Darurat Jawa-Bali, pada 3-20 Juli 2021 mendatang. ""Tidak menutup kemungkinan dalam pelaksanaan kegiatan, yang melawan petugas dan sebagainya bisa dikenakan dengan UU KUHP,"" kata Kadiv Humas Polri, Irjen Argo Yuwono dalam jumpa pers di Gedung Rupatama, Jakarta Selatan, Jumat (2/6/2021). Argo mengatakan, pihak kepolisian merujuk pada sejumlah peraturan daerah (Perda) ataupun peraturan perundang-undangan dalam melakukan penertiban. Menurut Argo, Polri akan memulai operasi Aman Nusa II untuk mengamankan PPKM Darurat wilayah Jawa-Bali terhitung pukul 00.00 WIB, Sabtu 3 Juli 2021. Hal tersebut tertuang dalam surat telegram (ST) nomor STR/577/VII/OPS.2./2021 yang ditandatangani Kapolri Jenderal Listyo Sigit Prabowo. ""Pemberlakuan operasi terpusat dengan sandi Aman Nusa II diberlakukan nanti malam pukul 00, berarti tanggal 3 Juli sudah dinyatakan berlaku,"" ujar Argo.",Lain-lain,REAL
"Ada IBC, RI Targetkan Produksi Baterai 140 GWh pada 2030"," Kementerian BUMN menargetkan produksi baterai untuk kendaraan mobil listrik bisa mencapai 140 giga watt hour (GWh). Kapasitas itu diproyeksikan bisa terealisasi pada 2030. Wakil Menteri BUMN Pahala Nugraha Mansury mengatakan, dari 140 GWh, 50 di antaranya bisa di ekspor ke luar negeri. Sementara sisanya digunakan oleh Indonesia Battery Holding (IBH) untuk memproduksi kendaraan listrik dalam negeri. ""Indonesia ingin kapasitas baterai itu kurang lebih 140 GW hour di 2030 nanti. 50 GW hour dari produksi baterai cell ini mungkin akan kami ekspor, sisanya bisa digunakan industri baterai yang akan produksi electric vehicle (EV) yang ada di Indonesia,"" ujar Pahala Jumat (26/3/2021). Untuk produksi kendaraan listrik di Indonesia, Kementerian BUMN meyakini IBH mampu memproduksi 10 juta kendaraan roda dua. Sementara roda empat di atas 2 juta. Produksi ini bisa direalisasikan pada 2030. IBH sendiri merupakan konsorsium BUMN yang dibentuk untuk mengembangkan ekosistem industri baterai kendaraan listrik secara terintegrasi dari hulu ke hilir. Konsorsium ini baru saja diresmikan Menteri BUMN Erick Thohir. Holding tersebut terdiri dari Mining and Industry Indonesia atau MIND ID, PT Pertamina (Persero), PT PLN (Persero), dan PT Aneka Tambang (Antam) Tbk, dengan masing-masing kepemilikan saham 25 persen. IBH sendiri akan difokuskan pada rantai pasok (value chain) baterai listrik. Pabrik pembuatan kendaraan listrik itu akan didesain secara terintegrasi mulai dari mining, smelting, kemudian produksi prekursor, hingga battery pack, hingga ekosistem kendaraan listrik benar-benar berjalan. Dalam proses ini, IBH akan terlibat dari hulu hingga hilir.",Ekonomi,REAL
Hore! Bansos di Masa Lebaran Cair Awal Mei,"Pemerintah memastikan pemberian bantuan sosial (bansos) saat Lebaran akan terus dilakukan. Rencananya, bansos akan disalurkan pada awal Mei di tengah pelarangan mudik Lebaran 2021. Menteri Koordinator bidang Pembangunan dan Kebudayaan (PMK) Muhadjir Effendy mengatakan, pemberian bansos akan dilakukan waktunya. Termasuk juga untuk wilayah Jabodetabek yang akan ditentukan kemudian pemberian dan penyaluran bansosnya. “Pemberian bansos akan disesuaikan dengan waktunya dan pemberian bantuan khusus untuk Jabodetabek seperti tahun lalu akan ditentukan kemudian,” ujarnya dalam acara konferensi pers virtual, Jumat (26/3/2021). Sementara itu, Menteri Sosial Tri Rismaharini mengatakan, untuk pemberian bansos akan dilakukan pada awal bulan Mei. Dikarenakan ada libur Lebaran pada bulan Mei tersebut. “Jadi untuk bansos akan dilaksanakan sesuai jadwal bulan tersebut. Untuk bulan Mei, bulan Lebaran kita akan serahkan di awal bulan Mei,” ucapnya.Sementara itu, khusus untuk wilayah DKI Jakarta dan sekitarnya, penyaluran bansos akan diberikan sesuai dengan jadwal. Di mana diperkirakan pada akhir minggu pertama atau awal pekan kedua Mei 2021 bansos sudah bisa disalurkan di wilayah DKI Jakarta. “Untuk khusus DKI dan sekitarnya mungkin akhir Minggu pertama atau awal Minggu kedua,” ucapnya.",Ekonomi,REAL
"Perusahaan Besar dan Kecil Go Digital, Wapres: Tak Ada Sekat Lagi","Pandemi Covid-19 memperluas dan memperdalam inovasi teknologi digital dalam aktivitas ekonomi secara global, misalnya, technology financial (fintech) telah memberikan beragam kemudahan layanan keuangan dalam satu sentuhan jari. Pemanfaatan fintech juga terbukti dapat mendorong pertumbuhan usaha mikro dan kecil (UMK) sebagai mayoritas unit usaha di Indonesia. Maka itu, Himpunan Pengusaha Nahdliyin (HPN) sebagai wadah berhimpun pengusaha ultra mikro hingga pengusaha besar harus dapat memanfaatkan inklusivitas teknologi digital dalam mendorong kemitraan antara usaha kecil dan besar agar keduanya mampu tumbuh bersama. ""Sekat-sekat antara perusahaan kecil dan besar menjadi tereliminasi. Perusahaan kecil memiliki kemudahan dalam akses pasar serta kemitraan antara usaha kecil dengan usaha besar lebih dimungkinkan terjadi dengan adanya teknologi digital ini,"" ujar Wakil Presiden (Wapres) Ma’ruf Amin dalam keterangan tertulisnya, Jumat (26/3/2021). Dalam forum yang diselenggarakan oleh HPN tersebut, lebih lanjut, Wapres menyatakan kegembiraannya bahwa inovasi dimaksud telah menghasilkan fintech berbasis syariah. Kehadirannya menjadi penting dalam program pengembangan ekonomi dan keuangan syariah yang saat ini tengah pemerintah galakkan, yaitu sebagai sarana teknologi keuangan serta proses digitalisasi transaksi sesuai dengan prinsip-prinsip syariah. ""Layanan (fintech) ini selain mengikuti prinsip syariah, juga cukup kompetitif. Layanan pembayaran yang disediakan fintech syariah juga termasuk layanan dalam penyaluran zakat, wakaf, infak, dan sedekah,"" ungkap dia.",Ekonomi,REAL
